,city,males,females,lat,lng,state,name
2438,West Allis,1,0,43.0166806,-88.0070315,WI,Wisconsin
2439,Black River Falls,0,1,44.2946834,-90.8515311,WI,Wisconsin
2440,Ladysmith,0,1,45.4630231,-91.1040358,WI,Wisconsin
2441,Ledgeview,0,1,43.782401,-88.436602,WI,Wisconsin
2442,Mauston,0,1,43.7971946,-90.0773495,WI,Wisconsin
2443,Rock County,0,1,42.6691512,-89.07105911,WI,Wisconsin
2444,Waukesha,0,1,43.0116784,-88.2314813,WI,Wisconsin
2445,Wauwatosa,0,1,43.0494122,-88.0079271,WI,Wisconsin
2446,Ardentown,1,0,39.81542705,-75.49101632,DE,Delaware
2447,Bear,1,1,39.6292788,-75.6582628,DE,Delaware
2448,Dover,3,0,39.158168,-75.5243682,DE,Delaware
2449,Hampstead,2,0,39.451929,-75.70054702,DE,Delaware
2450,Laurel,2,2,38.5980535,-75.55826674,DE,Delaware
2451,Middletown,2,0,39.44161,-75.72504714,DE,Delaware
2452,Milford,5,0,38.9126129,-75.4279748,DE,Delaware
2453,Millsboro,1,0,38.5915023,-75.2913018,DE,Delaware
2454,Talleyville,1,1,39.8090011,-75.548813,DE,Delaware
2455,Wilmington,28,4,39.7459468,-75.546589,DE,Delaware
2456,Wyoming,1,1,39.1173355,-75.55871301,DE,Delaware
2457,New Castle County,0,1,39.5649955,-75.64767074,DE,Delaware
2458,Asbury Park,4,0,40.2203907,-74.0120817,NJ,New Jersey
2459,Atlantic City,3,0,39.3642852,-74.4229351,NJ,New Jersey
2460,Atlantic County,2,0,39.5103345,-74.68299547,NJ,New Jersey
2461,Beachwood,2,0,39.939007,-74.1929188,NJ,New Jersey
2462,Belleville,5,0,40.7937116,-74.1501438,NJ,New Jersey
2463,Bloomfield,3,1,40.806767,-74.1854226,NJ,New Jersey
2464,Bridgeton,2,0,39.427337,-75.2340768,NJ,New Jersey
2465,Burlington,2,0,39.9325409,-74.7226665,NJ,New Jersey
2466,Camden,42,4,39.9448436,-75.1198694,NJ,New Jersey
2467,Carneys Point,1,0,39.710974,-75.46739113,NJ,New Jersey
2468,Clifton,2,0,40.8584328,-74.1637553,NJ,New Jersey
2469,East Orange,4,1,40.767323,-74.2048677,NJ,New Jersey
2470,East Rutherford,1,0,40.833989,-74.0970865,NJ,New Jersey
2471,Elizabeth,1,0,40.6639916,-74.2107006,NJ,New Jersey
2472,Ewing,1,0,40.2698302,-74.7998848,NJ,New Jersey
2473,Flemington,1,0,40.5123258,-74.8593318,NJ,New Jersey
2474,Galloway,1,0,39.4916874,-74.50355406,NJ,New Jersey
2475,Gloucester,1,1,39.8025,-75.0447222,NJ,New Jersey
2476,Gloucester Township,1,0,39.7893,-75.04764216,NJ,New Jersey
2477,Irvington,12,0,40.7323235,-74.2348684,NJ,New Jersey
2478,Jersey City,16,0,40.7281575,-74.0776417,NJ,New Jersey
2479,Kinnelon,1,1,41.0017644,-74.367096,NJ,New Jersey
2480,Lacey Township,1,0,39.868223,-74.29396641,NJ,New Jersey
2481,Lindenwold,1,0,39.8181245,-74.97996327,NJ,New Jersey
2482,Long Branch,1,0,40.3042778,-73.9923596,NJ,New Jersey
2483,Millburn,1,0,40.7248234,-74.3040373,NJ,New Jersey
2484,Montclair,3,1,40.8259332,-74.2090344,NJ,New Jersey
2485,New Brunswick,1,0,40.4862174,-74.4518173,NJ,New Jersey
2486,New Milford,1,0,40.9350986,-74.0190281,NJ,New Jersey
2487,Newark,77,5,40.735657,-74.1723667,NJ,New Jersey
2488,Paramus,2,0,40.9445428,-74.0754189,NJ,New Jersey
2489,Parsippany,1,1,40.8578772,-74.4259866,NJ,New Jersey
2490,Passiac,1,0,40.8567662,-74.1284764,NJ,New Jersey
2491,Paterson,4,2,40.9167654,-74.171811,NJ,New Jersey
2492,Patterson,6,1,40.8139896,-73.9234703,NJ,New Jersey
2493,Pemberton Twp,1,0,39.9548175,-74.59322095,NJ,New Jersey
2494,Pennsauken,1,1,39.9562238,-75.0579502,NJ,New Jersey
2495,Perth Amboy,1,0,40.5067723,-74.2654234,NJ,New Jersey
2496,Point Pleasant Beach,1,0,40.0916569,-74.048052,NJ,New Jersey
2497,Quinton,1,0,39.5459466,-75.4124178,NJ,New Jersey
2498,Rahway,1,0,40.6081591,-74.2776468,NJ,New Jersey
2499,South Brunswick,1,0,40.384923,-74.5204753,NJ,New Jersey
2500,South River,1,0,40.446495,-74.3859831,NJ,New Jersey
2501,Toms River,1,0,39.999917,-74.18402216,NJ,New Jersey
2502,Trenton,34,1,40.2170575,-74.7429463,NJ,New Jersey
2503,West New York,1,1,40.7878788,-74.0143064,NJ,New Jersey
2504,Burlington County,0,1,39.862536,-74.68127306,NJ,New Jersey
2505,Kearny,0,1,40.7684342,-74.1454214,NJ,New Jersey
2506,Riverton,0,1,40.0115009,-75.0148931,NJ,New Jersey
2507,Ashford,1,0,41.8731532,-72.1214653,CT,Connecticut
2508,Bridgeport,8,0,41.1670412,-73.2048348,CT,Connecticut
2509,Buford,2,2,41.820168,-73.256658,CT,Connecticut
2510,Coventry,1,1,41.7700987,-72.3050803,CT,Connecticut
2511,East Windsor,1,0,42.4778637,-72.9856541,CT,Connecticut
2512,Fair Haven,1,0,41.3112082,-72.8956569,CT,Connecticut
2513,Greenwich,1,0,41.0264862,-73.6284598,CT,Connecticut
2514,Hartford,18,2,41.765599,-72.69058563,CT,Connecticut
2515,New Britain,1,0,41.6804055,-72.78827613,CT,Connecticut
2516,New Fairfield,1,0,41.4664832,-73.4856789,CT,Connecticut
2517,New Haven,17,1,41.30729,-72.9257003,CT,Connecticut
2518,New London,1,1,41.331748,-72.09655139,CT,Connecticut
2519,Newtown,9,19,41.4123225,-73.31142358,CT,Connecticut
2520,Norwalk,2,0,41.0958545,-73.42053899,CT,Connecticut
2521,Norwich,2,0,41.549491,-72.08922807,CT,Connecticut
2522,Preston,2,1,41.490374,-73.152056,CT,Connecticut
2523,Ridgefield,1,0,41.2671885,-73.49350439,CT,Connecticut
2524,Stamford,1,0,41.0716945,-73.54429712,CT,Connecticut
2525,Stonington,1,0,41.332649,-71.90233629,CT,Connecticut
2526,Waterbury,3,0,41.5647085,-73.04248163,CT,Connecticut
2527,Waterford,3,0,41.3542395,-72.164816,CT,Connecticut
2528,West Haven,2,0,41.2706527,-72.9470471,CT,Connecticut
2529,Willimantic,2,0,41.71232,-72.21498006,CT,Connecticut
2530,Attleborough,1,0,41.9250996,-71.3494994,MA,Massachusetts
2531,Boston,23,2,42.3604823,-71.0595678,MA,Massachusetts
2532,Brockton,7,0,42.0834335,-71.0183787,MA,Massachusetts
2533,Charlestown,1,0,42.3778749,-71.0619957,MA,Massachusetts
2534,Chelsea,2,1,42.3917638,-71.0328284,MA,Massachusetts
2535,Chicopee,1,0,42.1712518,-72.57335897,MA,Massachusetts
2536,Danvers,1,0,42.5750946,-70.9300507,MA,Massachusetts
2537,Devens,1,0,42.5389512,-71.6094356,MA,Massachusetts
2538,Dorchester,3,0,42.2973205,-71.0744952,MA,Massachusetts
2539,East Bridgewater,1,0,42.0334341,-70.9592096,MA,Massachusetts
2540,Fitchburg,1,0,42.5834228,-71.8022956,MA,Massachusetts
2541,Framingham,1,0,42.2792625,-71.416172,MA,Massachusetts
2542,Holyoke,4,0,42.2241545,-72.64021752,MA,Massachusetts
2543,Lowell,1,0,42.6334247,-71.3161718,MA,Massachusetts
2544,Lynn,1,0,42.466763,-70.9494939,MA,Massachusetts
2545,Malden,1,0,42.4250964,-71.066163,MA,Massachusetts
2546,Mattapan,3,0,42.2723208,-71.0869953,MA,Massachusetts
2547,Peabody,1,0,42.5278731,-70.9286609,MA,Massachusetts
2548,Roxbury,7,1,42.3250978,-71.0953294,MA,Massachusetts
2549,Stoneham,1,0,42.4800954,-71.0994976,MA,Massachusetts
2550,Swansea,2,0,41.7481575,-71.1897684,MA,Massachusetts
2551,Watertown,1,0,42.3709299,-71.1828321,MA,Massachusetts
2552,Worcester,5,3,42.2625932,-71.8022934,MA,Massachusetts
2553,Middleboro,0,1,41.8931576,-70.9111517,MA,Massachusetts
2554,Barboursville,1,1,38.4095298,-82.2945923,WV,West Virginia
2555,Beckley,1,0,37.7781702,-81.1881557,WV,West Virginia
2556,Bristol,3,1,39.2878659,-80.5239841,WV,West Virginia
2557,Charleston,17,3,38.3498221,-81.6326301,WV,West Virginia
2558,Circleville,1,0,38.6709481,-79.4911597,WV,West Virginia
2559,Clarksburg,4,0,39.2806451,-80.3445341,WV,West Virginia
2560,Cranesville,1,0,39.5531434,-79.4947668,WV,West Virginia
2561,Cross Lanes,1,1,38.4203709,-81.7906847,WV,West Virginia
2562,Davin,1,0,37.7317746,-81.829284,WV,West Virginia
2563,East Lynn,1,0,38.1678662,-82.3779268,WV,West Virginia
2564,Elkins,1,0,38.9259397,-79.8467349,WV,West Virginia
2565,Fayette County,1,0,38.043516,-81.095171,WV,West Virginia
2566,Genteel Ridge,1,0,40.275272,-80.564772,WV,West Virginia
2567,Grandview,3,0,37.8251153,-81.068708,WV,West Virginia
2568,Greenbrier County,1,0,37.9771195,-80.40126155,WV,West Virginia
2569,Harrison County,2,0,39.284252,-80.39114556,WV,West Virginia
2570,Hartland,1,0,38.432046,-81.1126092,WV,West Virginia
2571,Huntington,7,0,38.4192496,-82.445154,WV,West Virginia
2572,Jonben,1,0,37.6562267,-81.1920434,WV,West Virginia
2573,Lewisburg,1,0,37.8017879,-80.4456303,WV,West Virginia
2574,Man,1,0,37.7398294,-81.8776191,WV,West Virginia
2575,Martinsburg,2,1,39.4562099,-77.9638869,WV,West Virginia
2576,Maysel,1,0,38.4859334,-81.1126102,WV,West Virginia
2577,Montcalm,1,0,37.3540054,-81.2525994,WV,West Virginia
2578,Nicholas County,1,0,38.3183215,-80.8252353,WV,West Virginia
2579,Oak Hill,1,0,37.9723339,-81.1487136,WV,West Virginia
2580,Pennsboro,1,0,39.2850799,-80.9684422,WV,West Virginia
2581,Pinch,1,0,38.4087094,-81.4817876,WV,West Virginia
2582,Raleigh County,1,0,37.7504405,-81.17391315,WV,West Virginia
2583,Rand,1,0,38.2826001,-81.5623425,WV,West Virginia
2584,St. Albans,1,0,38.3856488,-81.836241,WV,West Virginia
2585,Stanaford,1,0,37.8159477,-81.1523219,WV,West Virginia
2586,Weirton,1,0,40.4189566,-80.5895167,WV,West Virginia
2587,Wellsburg,1,0,40.2720146,-80.6095187,WV,West Virginia
2588,Williamson,1,0,37.6742682,-82.2773629,WV,West Virginia
2589,Brushfork,0,1,37.282784,-81.252408,WV,West Virginia
2590,Harper Heights,0,1,37.803169,-81.2448248,WV,West Virginia
2591,Kanawha County,0,1,38.2972545,-81.5241903,WV,West Virginia
2592,Quick,0,1,38.3726001,-81.4020624,WV,West Virginia
2593,Basin City,1,0,46.5940274,-119.1522344,WA,Washington
2594,Bellevue,3,0,47.5990002,-122.1563996,WA,Washington
2595,Bellingham,1,0,48.754402,-122.4788602,WA,Washington
2596,Blanchard,2,0,48.5934411,-122.4165538,WA,Washington
2597,Boulevard Park,2,0,47.4948791,-122.3103604,WA,Washington
2598,Buckley,2,0,47.1622483,-122.027746,WA,Washington
2599,Cheney,1,1,47.4873895,-117.5757622,WA,Washington
2600,Chesaw,1,0,48.9460104,-119.0514316,WA,Washington
2601,Connell,1,0,46.6634733,-118.8611117,WA,Washington
2602,Duvall,1,0,47.7423219,-121.9856782,WA,Washington
2603,Ellensburg,2,0,46.9970635,-120.5451223,WA,Washington
2604,Enumclaw,1,0,47.2047793,-121.9916371,WA,Washington
2605,Everett,2,0,47.9673056,-122.2013998,WA,Washington
2606,Federal Way,5,1,47.3129607,-122.3393665,WA,Washington
2607,Fife,1,0,47.2359524,-122.3626381,WA,Washington
2608,Finley,1,0,46.1540232,-119.0338959,WA,Washington
2609,Gig Harbor,1,0,47.3259697,-122.5878659,WA,Washington
2610,Hoquiam,1,0,46.9809291,-123.8893352,WA,Washington
2611,Index,1,0,47.8208311,-121.5538914,WA,Washington
2612,Kelso,1,0,46.1420334,-122.9060318,WA,Washington
2613,Kennewick,1,1,46.2112458,-119.1372338,WA,Washington
2614,Kent,3,0,47.3826903,-122.2270272,WA,Washington
2615,Kettle Falls,1,0,48.6105163,-118.0563379,WA,Washington
2616,Key Peninsula,1,0,47.390888,-122.696646,WA,Washington
2617,Lynnwood,1,0,47.8278656,-122.3053932,WA,Washington
2618,Malott,2,0,48.2826495,-119.7067271,WA,Washington
2619,Maple Valley,2,0,47.3661629,-122.0447038,WA,Washington
2620,Moses Lake,1,0,47.1301417,-119.2780771,WA,Washington
2621,Okanogan,1,0,48.0157092,-118.9471435,WA,Washington
2622,Orondo,1,0,47.6259626,-120.2253534,WA,Washington
2623,Orting,1,0,47.0978795,-122.2042824,WA,Washington
2624,Othello,3,0,46.8259742,-119.1752913,WA,Washington
2625,Pasco,1,0,46.2395793,-119.1005657,WA,Washington
2626,Pend Oreille County,1,0,48.52299285,-117.2681786,WA,Washington
2627,Pullman,1,0,46.7304625,-117.1645608,WA,Washington
2628,Puyallup,1,1,47.1849009,-122.2921406,WA,Washington
2629,Rattlesnake Mountain,1,0,47.4584358,-121.8062219,WA,Washington
2630,Renton,2,1,47.481545,-122.1898114,WA,Washington
2631,Richland,1,0,46.2778406,-119.2769067,WA,Washington
2632,SeaTac,1,0,47.442905,-122.2943872,WA,Washington
2633,Seattle,17,1,47.6038321,-122.3300624,WA,Washington
2634,Sedro-Woolley,2,0,48.5049158,-122.2349409,WA,Washington
2635,Shelton,1,0,47.2127982,-123.1002535,WA,Washington
2636,Spanaway,3,0,47.0979462,-122.4243422,WA,Washington
2637,Spokane,16,2,47.6588603,-117.4247134,WA,Washington
2638,Spokane County,1,0,47.2648989,-117.0603557,WA,Washington
2639,Spokane Valley,1,0,47.6732281,-117.2393748,WA,Washington
2640,Sumner,1,0,47.2061882,-122.2312383,WA,Washington
2641,Tacoma,5,2,47.2495798,-122.4398746,WA,Washington
2642,Toppenish,1,0,46.3773509,-120.3086667,WA,Washington
2643,Tukwila,1,0,47.4630314,-122.2558378,WA,Washington
2644,Union Gap,1,1,46.5573492,-120.4750638,WA,Washington
2645,Vancouver,5,1,45.6306954,-122.6744557,WA,Washington
2646,Waller,1,0,47.2006554,-122.3692883,WA,Washington
2647,Wapato,2,0,46.4476278,-120.4203382,WA,Washington
2648,Wenatchee,2,1,47.4234599,-120.3103494,WA,Washington
2649,Wishram,1,0,45.6589437,-120.9654224,WA,Washington
2650,Yacolt,1,0,45.8655044,-122.4070314,WA,Washington
2651,Yakima,2,0,46.5967275,-120.5296561,WA,Washington
2652,Lake Stevens,0,1,48.0197794,-122.0660914,WA,Washington
2653,Marblemount,0,1,48.527619,-121.4495729,WA,Washington
2654,Terrace Heights,0,1,46.6062383,-120.4397854,WA,Washington
2655,Bassfield,1,0,31.4965591,-89.7395195,MS,Mississippi
2656,Batesville,3,0,34.318041,-89.92790375,MS,Mississippi
2657,Biloxi,1,0,30.4397885,-88.96396318,MS,Mississippi
2658,Bolivar County,1,0,33.82507915,-90.85605374,MS,Mississippi
2659,Boyle,1,1,33.7040028,-90.7264849,MS,Mississippi
2660,Brookhaven,3,0,31.583597,-90.44182903,MS,Mississippi
2661,Bude,1,0,31.4629491,-90.8501014,MS,Mississippi
2662,Calhoun City,1,0,33.8553915,-89.3114613,MS,Mississippi
2663,Claiborne County,1,0,32.00613495,-90.8992241,MS,Mississippi
2664,Clarke County,1,0,32.02698755,-88.68383462,MS,Mississippi
2665,Clarksdale,2,0,34.1956615,-90.57478178,MS,Mississippi
2666,Coahoma County,1,0,34.25530945,-90.64354887,MS,Mississippi
2667,Coffeeville,1,0,33.9767793,-89.675641,MS,Mississippi
2668,Copiah County,4,1,31.8681405,-90.42632333,MS,Mississippi
2669,Corinth,2,1,34.9433635,-88.51732381,MS,Mississippi
2670,Forest,1,0,32.351075,-89.47154116,MS,Mississippi
2671,Gulfport,3,2,30.3674198,-89.0928155,MS,Mississippi
2672,Hancock County,1,0,30.4031063,-89.51122455,MS,Mississippi
2673,Hattiesburg,5,0,31.3271189,-89.2903392,MS,Mississippi
2674,Hickory Flat,1,1,34.6159327,-89.188404,MS,Mississippi
2675,Hinds County,1,0,32.30025695,-90.18338795,MS,Mississippi
2676,Holmes County,1,1,33.1257,-90.07399364,MS,Mississippi
2677,Horn Lake,1,0,34.947983,-90.05203922,MS,Mississippi
2678,Jackson,46,10,32.4104055,-90.16209361,MS,Mississippi
2679,Lamar County,1,1,31.20824125,-89.50095688,MS,Mississippi
2680,Leland,1,0,33.402026,-90.90105931,MS,Mississippi
2681,Lowndes County,1,0,33.51709275,-88.42994903,MS,Mississippi
2682,Lucedale,1,0,30.92853,-88.59797531,MS,Mississippi
2683,Marks,1,0,34.251709,-90.27436897,MS,Mississippi
2684,McComb,1,0,31.243444,-90.4729193,MS,Mississippi
2685,Meridian,1,0,32.376081,-88.68978002,MS,Mississippi
2686,Morton,1,1,32.3537557,-89.6545171,MS,Mississippi
2687,Moss Point,1,0,30.430371,-88.51917015,MS,Mississippi
2688,Natchez,1,0,31.5444215,-91.38920215,MS,Mississippi
2689,Olive Branch,1,0,34.9617605,-89.8295315,MS,Mississippi
2690,Panola County,2,0,34.3731623,-89.7319317,MS,Mississippi
2691,Pascagoula,1,0,30.362517,-88.54910058,MS,Mississippi
2692,Pass Christian,1,0,30.3137945,-89.23792146,MS,Mississippi
2693,Pearl,1,0,32.2745912,-90.1320311,MS,Mississippi
2694,Picayune,2,0,30.5266,-89.67922824,MS,Mississippi
2695,Senatobia,1,0,34.6040125,-89.97382986,MS,Mississippi
2696,Tallulah,1,0,32.396245,-91.189765,MS,Mississippi
2697,Tunica,1,0,34.6399136,-90.3623833,MS,Mississippi
2698,Tupelo,2,0,34.2633865,-88.7250376,MS,Mississippi
2699,Vancleave,1,0,30.541838,-88.67131175,MS,Mississippi
2700,Vicksburg,3,0,32.3257403,-90.87182033,MS,Mississippi
2701,Waveland,1,0,30.294404,-89.37830044,MS,Mississippi
2702,West Point,1,0,33.600082,-88.66143885,MS,Mississippi
2703,Yazoo County,1,0,32.763338,-90.36056013,MS,Mississippi
2704,Hazlehurst,0,1,31.8641545,-90.39617281,MS,Mississippi
2705,Kiln,0,1,30.4189159,-89.43472543,MS,Mississippi
2706,Leakesville,0,1,31.1542465,-88.55750754,MS,Mississippi
2707,Mendenhall,0,1,31.960328,-89.8683622,MS,Mississippi
2708,Warren County,0,2,32.3506845,-90.83960327,MS,Mississippi
2709,Waynesboro,0,2,31.676052,-88.63439802,MS,Mississippi
2710,Battle Creek,1,0,41.9994496,-97.5983892,NE,Nebraska
2711,Grand Island,1,1,40.9250124,-98.342007,NE,Nebraska
2712,Gretna,1,0,41.118705,-96.25659398,NE,Nebraska
2713,Howard County,2,0,41.2208575,-98.51621127,NE,Nebraska
2714,La Vista,1,0,41.1838878,-96.031127,NE,Nebraska
2715,Lancaster County,2,1,40.7768326,-96.7111039,NE,Nebraska
2716,Macy,1,0,42.1130467,-96.3564161,NE,Nebraska
2717,North Platte,1,0,41.1238873,-100.7654232,NE,Nebraska
2718,Omaha,29,4,41.2587317,-95.9378732,NE,Nebraska
2719,Osmond,1,0,42.3600032,-97.5967282,NE,Nebraska
2720,Sarpy County,1,0,41.0937285,-96.10062245,NE,Nebraska
2721,Sidney,2,0,41.1438296,-102.9772835,NE,Nebraska
2722,Stromsburg,1,0,41.1135884,-97.5977434,NE,Nebraska
2723,Valentine,2,0,42.8727833,-100.5509669,NE,Nebraska
2724,Wabash,1,0,40.886389,-96.2544559,NE,Nebraska
2725,Ralston,0,1,41.2015541,-96.03343028,NE,Nebraska
2726,Belcourt,1,0,48.8391769,-99.7448737,ND,North Dakota
2727,Bismarck,1,0,46.8083268,-100.7837392,ND,North Dakota
2728,Fargo,1,1,46.8171175,-96.83510553,ND,North Dakota
2729,Grand Forks,1,0,47.9078244,-97.0592028,ND,North Dakota
2730,Westhope,1,0,48.9094642,-101.0207117,ND,North Dakota
2731,Williston,3,0,48.1469683,-103.6179745,ND,North Dakota
2732,Beltrami County,1,0,47.976307,-94.84024333,MN,Minnesota
2733,Bemidji,2,0,47.4786541,-94.890802,MN,Minnesota
2734,Brainerd,1,0,46.3580221,-94.2008288,MN,Minnesota
2735,Brooklyn Center,4,0,45.0748543,-93.3296296,MN,Minnesota
2736,Brooklyn Park,2,0,45.1004807,-93.3443585,MN,Minnesota
2737,Burnsville,3,0,44.7677424,-93.2777226,MN,Minnesota
2738,Clear Lake,2,1,45.4449657,-93.9988708,MN,Minnesota
2739,Detroit Lakes,1,0,46.8171809,-95.8453253,MN,Minnesota
2740,Duluth,2,0,46.7729322,-92.1251218,MN,Minnesota
2741,Eden Prairie,2,2,44.8546856,-93.470786,MN,Minnesota
2742,Granite Falls,1,1,44.8099575,-95.5455752,MN,Minnesota
2743,Hubbard County,1,0,47.1082495,-94.91670766,MN,Minnesota
2744,Kellogg,1,0,44.3085769,-91.9957204,MN,Minnesota
2745,Little Falls,1,1,45.9763545,-94.3625024,MN,Minnesota
2746,MInneapolis,2,0,44.9772995,-93.2654692,MN,Minnesota
2747,Mankato,1,0,44.1634663,-93.9993505,MN,Minnesota
2748,Minneapolis,29,1,44.9772995,-93.2654692,MN,Minnesota
2749,Minnetonka,1,0,44.9127229,-93.499059,MN,Minnesota
2750,New Hope,1,0,45.0380201,-93.3866185,MN,Minnesota
2751,New York Mills,2,0,46.519128,-95.37394387,MN,Minnesota
2752,North Mankato,1,0,44.1848485,-94.03951504,MN,Minnesota
2753,Oakdale,2,0,44.9630216,-92.9649361,MN,Minnesota
2754,Orono,2,0,44.9713519,-93.6044033,MN,Minnesota
2755,Pine County,1,0,46.07482315,-92.67291185,MN,Minnesota
2756,Ramsey,2,1,45.0165728,-93.0949501,MN,Minnesota
2757,Red Wing,1,0,44.5624676,-92.5338013,MN,Minnesota
2758,Richfield,1,0,44.8766431,-93.2877877,MN,Minnesota
2759,Rosemount,1,1,44.7391873,-93.12611,MN,Minnesota
2760,Roseville,3,0,45.0060767,-93.1566107,MN,Minnesota
2761,Shakopee,2,0,44.7980186,-93.5268986,MN,Minnesota
2762,Shoreview,2,1,45.0722056,-93.1282878,MN,Minnesota
2763,St Paul,6,0,44.9504037,-93.1015026,MN,Minnesota
2764,St Paul Park,1,0,44.8421887,-92.9913243,MN,Minnesota
2765,St. Paul,5,1,44.9504037,-93.1015026,MN,Minnesota
2766,St. Peter,1,1,44.3235774,-93.9580145,MN,Minnesota
2767,Stillwater,1,0,45.0564041,-92.8134982,MN,Minnesota
2768,Superior,1,0,44.0488548,-92.52468241,MN,Minnesota
2769,West St. Paul,1,0,44.9160768,-93.1016074,MN,Minnesota
2770,bagley,1,0,47.5216231,-95.3983491,MN,Minnesota
2771,Andover,0,1,45.2332985,-93.2913405,MN,Minnesota
2772,Bagley,0,1,47.5216231,-95.3983491,MN,Minnesota
2773,Biddeford,3,1,43.4925843,-70.4533844,ME,Maine
2774,Calais,1,0,45.1889633,-67.2786039,ME,Maine
2775,Chapman,1,1,46.6480974,-68.1608669,ME,Maine
2776,East Millinocket,1,0,45.6275528,-68.5744751,ME,Maine
2777,Freeport,4,0,43.8570242,-70.1031057,ME,Maine
2778,Hallowell,1,0,44.2859022,-69.7908786,ME,Maine
2779,Hollis,1,0,43.6328705,-70.63229819,ME,Maine
2780,Lamoine,1,0,44.4648001,-68.3164055,ME,Maine
2781,Lincoln,6,1,44.1137571,-69.5351337,ME,Maine
2782,Oakfield,1,1,46.0989408,-68.1500246,ME,Maine
2783,Turner,1,1,44.2564588,-70.2561671,ME,Maine
2784,Westbrook,2,0,43.6770252,-70.3711617,ME,Maine
2785,Belfast,0,1,44.4259092,-69.0064234,ME,Maine
2786,Falmouth,0,1,43.729525,-70.241993,ME,Maine
2787,Big Island,1,0,19.3453191,-154.9804739,HI,Hawaii
2788,Hilo,1,2,19.7067972,-155.0813821,HI,Hawaii
2789,K?hei,1,0,20.785,-156.4655556,HI,Hawaii
2790,Kauai,1,0,22.1019444,-159.3085111,HI,Hawaii
2791,Maui,1,1,20.7873849,-156.38627,HI,Hawaii
2792,Waikiki,1,0,21.2792788,-157.8285405,HI,Hawaii
2793,Waipahu,1,0,21.3866667,-158.0091667,HI,Hawaii
2794,Honolulu,0,2,21.3255125,-157.8473055,HI,Hawaii
2795,Kawela,0,1,21.0675013,-156.9525933,HI,Hawaii
2796,Boise,2,0,43.615046,-116.2044429,ID,Idaho
2797,Burley,1,0,42.5357428,-113.7927948,ID,Idaho
2798,Caldwell,1,0,43.6678736,-116.6894156,ID,Idaho
2799,Chubbuck,1,0,42.9207477,-112.4660912,ID,Idaho
2800,Coeur d'Alene,1,0,47.6757384,-116.7960225,ID,Idaho
2801,Filer,1,0,42.570186,-114.6078214,ID,Idaho
2802,Hayden,1,1,47.7660161,-116.7865815,ID,Idaho
2803,Heyburn,1,0,42.5585202,-113.7639048,ID,Idaho
2804,Holbrook,2,1,42.1618627,-112.6538676,ID,Idaho
2805,Lapwai,1,0,46.4048865,-116.8048733,ID,Idaho
2806,Meridan,1,0,43.0028293,-115.2040913,ID,Idaho
2807,Moscow,2,0,46.7323875,-117.0001651,ID,Idaho
2808,Mullan,1,0,47.4702078,-115.8018253,ID,Idaho
2809,Nampa,1,0,43.5737361,-116.559642,ID,Idaho
2810,Pocatello,1,1,42.8688613,-112.4401098,ID,Idaho
2811,Rigby,1,0,43.6752023,-111.9180019,ID,Idaho
2812,St. Maries,1,0,47.3143542,-116.5626675,ID,Idaho
2813,Whitman County,1,0,46.7284485,-117.166927,ID,Idaho
2814,Idaho Falls,0,1,43.493873,-112.0846153,ID,Idaho
2815,Bonner Springs,1,1,39.059726,-94.8835754,KS,Kansas
2816,De Soto,2,0,38.9791708,-94.9685784,KS,Kansas
2817,El Dorado,1,0,37.81724,-96.8622524,KS,Kansas
2818,Fort Scott,1,2,37.8397626,-94.7082951,KS,Kansas
2819,Garden City,2,1,37.9716898,-100.8726618,KS,Kansas
2820,Hoisington,1,1,38.5180672,-98.7781394,KS,Kansas
2821,Hutchinson,1,0,38.0608444,-97.9297743,KS,Kansas
2822,Independence,7,1,37.2242358,-95.7083131,KS,Kansas
2823,Junction City,2,0,39.0286093,-96.8313978,KS,Kansas
2824,Kansas City ,1,0,39.1078505,-94.7343196,KS,Kansas
2825,Leavenworth,1,0,39.3111112,-94.9224637,KS,Kansas
2826,Mayetta,1,0,39.3388851,-95.7224828,KS,Kansas
2827,McPherson Co,1,0,38.391969,-97.64843664,KS,Kansas
2828,Nodaway County,1,0,39.243731,-94.677846,KS,Kansas
2829,Olathe,4,0,38.8843867,-94.8161127,KS,Kansas
2830,Overland Park,2,0,38.9822282,-94.6707917,KS,Kansas
2831,Salina,2,0,38.8402805,-97.6114237,KS,Kansas
2832,Shawnee,2,4,39.0416718,-94.7202376,KS,Kansas
2833,Sumner County,1,0,37.2375345,-97.47625647,KS,Kansas
2834,Topeka,14,3,39.0490111,-95.6775557,KS,Kansas
2835,Wichita,17,1,37.6922361,-97.3375448,KS,Kansas
2836,Bazine,0,1,38.4444594,-99.692063,KS,Kansas
2837,Pratt,0,1,37.6280602,-98.7485305,KS,Kansas
2838,Boulder City,2,1,35.9785912,-114.8324851,NV,Nevada
2839,Carson City,2,0,39.1637984,-119.7674034,NV,Nevada
2840,Fernley,3,2,39.6079951,-119.2518245,NV,Nevada
2841,Gardnerville,2,0,38.9412959,-119.7496216,NV,Nevada
2842,Golconda,1,0,40.956712,-117.489402,NV,Nevada
2843,Las Vegas,60,15,36.145204,-115.1611806,NV,Nevada
2844,Moapa,1,0,36.675805,-114.6208232,NV,Nevada
2845,Mustang,1,0,39.5218565,-119.6285169,NV,Nevada
